0.15965
0,15965
0,17
0,1154
0,255
0,185
0,255
0,04945
0,0505
0,0618
0,04535
0,18
0,08965
0,1442
0,18
0,08755
0,0309
0,08755
0,0721
0,0721
0,02575
0,0721
0,0721
0,0721
0,0206
0,125
0,125
0,125
0,0618
0,125
0,0309
0,125
0,0618
0,125
0,03555
0,03555
0,03555
0,03555
0,03555
0,03555
0,03555
0,0618
0,0618
0,0618
0,0721
0,0721
0,0721
0,0721
0,0721
0,0855
0,123
0,123
0,0855
0,0855
0,125
0,125
0,034
0,125
0,0134
0,0165
0,0165
0,0165
0,0165
0,0165
0,0165
0,0165
0,0165
0,0165
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,0206
0,206
0,25
0,25
0,206
0,206
0,25
0,0237
0,03605
0,03605
0,0206
0,0206
0,0824
0,0206
0,1545
0,1545
0,1957
0,14
0,1442
0,1957
0,125
0,125
0,0618
0,0618
0,0618
0,0618
0,125
0,206
0,206
0,206
0,206
0,068
0,068
0,068
0,0608
0,103
0,0742
0,0742
0,0742
0,0742
0,0742
0,103
0,0824
0,0824
0,1236
0,1236
0,1236
0,08755
0,08755
0,0824
0,125
0,125
0,1442
0,1442
0,125
0,125
0,1442
0,1669
0,13
0,1669
0,0227
0,08655
0,0927
0,08
0,0927
0,05665
0,05665
0,05665
0,05665
0,02575
0,0618
0,0546
0,0618
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,0134
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,034
0,0134
0,0134
0,0134
0,0134
0,0824
0,0927
0,0927
0,08755
0,0515
0,103
0,0515
0,0515
0,16175
0,16175
0,0309
0,0886
0,16175
0,0309
0,1133
0,1133
0,0309
0,09785
0,09785
0,0824
0,1133
0,0825
0,06695
0,06
0,07
0,0927
0,01855
0,103
0,103
0,0711
0,0711
0,06695
0,125
0,125
0,0618
0,125
0,0227
0,07725
0,02575
0,0206
0,07725
0,19
0,08755
0,0958
0,19
0,0206
0,0206
0,0206
0,0206
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,09095
0,09095
0,02575
0,09095
0,0206
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,02575
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,01135
0,0134
0,134
0,145
0,145
0,19
0,19
0,033
0,0134
0,19
0,13
0,13
0,13
0,19
0,04635
0,0515
0,0515
0,0412
0,0206
0,0206
0,0206
0,0412
0,14
0,0927
0,09785
0,14
0,0721
0,0546
0,0721
0,0721
0,0515
0,0515
0,05665
0,0227
0,0227
0,0227
0,0721
0,0546
0,0546
0,0546
0,0546
0,0546
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,033
0,0824
0,0824
0,06
0,06
0,125
0,125
0,0618
0,125
0,08
0,08
0,0309
0,0299
0,08
0,08965
0,2781
0,08755
0,2781
0,084
0,17305
0,0649
0,084
0,08035
0,0412
0,0412
0,125
0,02475
0,02475
0,02475
0,0412
0,085
0,0412
0,085
0,09
0,09
0,0412
0,0412
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0134
0,0412
0,04945
0,04945
0,12875
0,10095
0,12875
0,04635
0,04635
0,0309
0,0309
0,0309
0,0309
0,103
0,103
0,0824
0,04635
0,04225
0,04225
0,04225
0,04225
0,04635
0,04635
0,0546
0,0546
0,0546
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,03605
0,10815
0,0412
0,07725
0,0824
0,10815
0,06695
0,06695
0,06695
0,19
0,07725
0,0721
0,0618
0,19
0,13
0,09785
0,0433
0,03915
0,13
0,103
0,103
0,103
0,103
0,103
0,103
0,103
0,103
0,0649
